Lot size,Bedrooms,Bathrooms,Year built,Neighborhood,Distance to park,Distance to school,Distance to shopping,Floors,Garage capacity,HasPool,HasFireplace,HasDeck,HasBasement,Heating,Cooling,NumPrevOwner,Energy rating,Made,Price
2493,4,1,1928,Rural,2.765001814,8.410139572,3.702010612,1,2,NO,YES,YES,0,Electric,Window,3,4,2019,402340
2358,3,1,1936,Suburban,3.2232826,8.612559454,1.722582001,1,2,YES,YES,NO,0,Oil,Central,3,5,2000,402429
1062,4,1,1981,Suburban,3.879091063,6.305159789,3.701710058,2,2,YES,YES,YES,0,Electric,Central,3,5,2008,402449
3556,2,1,1995,Rural,3.818453859,9.79067455,4.973104868,2,2,YES,YES,NO,0,Electric,Wall,3,1,2000,402556
3393,4,1,1919,Urban,3.627801743,2.608641265,4.426967404,2,2,NO,YES,YES,1,Gas,Wall,3,3,2004,403125
3038,4,2,1944,Rural,3.826276571,5.242542985,3.431088074,2,1,YES,YES,YES,0,Electric,Wall,3,4,2013,403324
2152,4,1,1920,Rural,4.538967189,5.74982765,2.19860873,2,2,YES,YES,YES,0,Gas,Wall,3,5,2006,403886
2757,2,2,1950,Urban,2.82376699,5.774177555,3.640888325,2,2,YES,NO,YES,1,Gas,Central,3,7,2005,403949
2383,2,2,1924,Urban,3.747654344,3.957608481,2.356685673,2,1,NO,NO,YES,1,Gas,Window,3,9,2000,404046
2705,2,2,1965,Urban,2.507519116,0.401193043,1.58408687,1,2,YES,YES,YES,0,Gas,Central,3,5,2003,404058
3040,3,1,1973,Suburban,4.539125443,7.63097758,2.458944594,2,2,YES,NO,NO,1,Gas,Central,3,5,2013,404120
2062,3,2,1959,Rural,1.839574804,2.59549188,0.774704097,2,2,YES,YES,YES,0,Oil,Wall,3,9,2000,404224
3931,4,2,1947,Rural,1.055219568,6.992592218,4.361607236,1,2,NO,YES,NO,1,Oil,Window,3,4,2018,404300
3945,2,1,1953,Urban,4.725802264,0.478207559,2.416998152,2,0,NO,YES,NO,1,Electric,Central,3,2,2019,404315
3713,4,2,1991,Suburban,0.965743339,8.640484113,3.869127537,2,2,NO,YES,NO,0,Oil,Window,3,2,1998,404609
3642,3,1,1932,Suburban,2.226839456,5.279265683,1.846532799,2,1,NO,YES,NO,0,Oil,Wall,3,6,2000,404813
2757,2,2,1915,Urban,0.374039116,3.496135657,3.566511929,1,0,NO,YES,NO,1,Electric,Window,3,9,1997,404815
3349,2,1,1991,Urban,4.181178615,3.760404328,2.731877291,2,0,YES,NO,YES,1,Oil,Central,3,9,2005,404816
2130,4,2,1906,Urban,0.528342359,3.990212573,3.297234272,1,1,NaN,NO,YES,1,Oil,Window,3,5,2014,404871
3847,3,1,1917,Suburban,1.162389952,4.679930792,2.216550259,2,0,YES,NO,YES,1,Electric,Wall,3,1,2013,404901
1587,4,2,1915,Rural,0.664975343,2.078742449,1.908470891,1,0,NO,NO,NO,0,Oil,Central,3,2,2006,404971
2816,4,1,1910,Urban,1.39961976,9.254045944,3.7999273,2,0,NO,NO,YES,0,Oil,Central,3,9,2019,405018
1758,3,1,1976,Urban,0.214821481,4.029190984,2.723248969,2,0,YES,YES,NO,1,Oil,Central,3,7,2003,405024
4297,4,1,1963,Urban,3.345622114,6.899001176,2.732238864,2,0,YES,NO,NO,0,Electric,Central,3,1,1996,405466
2332,4,2,1923,Rural,4.071958856,3.054661545,3.187709448,2,1,NO,YES,YES,0,Electric,Central,3,9,2015,405672
2658,4,1,1908,Urban,2.083058784,5.365915899,4.686651354,2,2,YES,YES,NO,1,Oil,Central,3,6,2017,406199
1515,4,1,1955,Urban,4.491657911,7.433720685,4.095449485,2,1,NO,NO,NO,0,Gas,Wall,3,6,2007,406271
2469,2,1,1915,Suburban,1.846383206,7.099608576,3.514377137,2,0,NO,YES,YES,1,Gas,Central,3,3,1993,406769
3070,2,1,1938,Urban,1.142965422,0.456770037,1.623038346,2,1,NO,YES,YES,1,Gas,Wall,3,9,2000,406835
2238,2,1,1922,Suburban,1.587169155,7.353961813,0.077291201,1,2,YES,YES,NO,1,Gas,Window,3,2,2017,407014
2282,2,1,1931,Suburban,1.818477961,6.945904904,3.239770174,1,1,YES,NO,YES,1,Oil,Central,3,6,2000,407046
1046,1,2,1904,Urban,2.266124444,7.283125651,1.704019979,2,2,YES,NO,YES,0,Gas,Central,3,3,2010,407229
3376,2,2,1929,Urban,3.562548357,1.659255426,3.909233942,2,1,YES,YES,NO,0,Oil,Window,3,1,2018,407525
2636,4,1,1934,Rural,2.406846485,9.56359612,4.347857587,2,2,NO,YES,YES,1,Electric,Wall,3,1,2016,407643
1663,4,2,1963,Urban,3.178212326,3.620657793,3.279315842,2,1,NO,YES,NO,1,Oil,Wall,3,5,1996,407689
1146,4,1,1944,Rural,4.661081034,2.850545706,2.704312283,2,2,YES,YES,YES,0,Electric,Wall,3,6,1993,407751
3866,3,2,1951,Suburban,3.067926278,1.961606817,2.247094605,2,1,NO,YES,YES,0,Oil,Central,3,3,2004,407914
3331,4,1,1993,Urban,1.075868798,7.198774593,3.738193959,2,2,NO,NO,YES,0,Oil,Wall,3,1,2005,407998
4110,2,1,1948,Suburban,0.149230207,3.198951012,2.171972821,2,2,YES,YES,YES,1,Electric,Window,3,9,2007,408171
2038,4,2,1974,Urban,1.017999278,3.469809893,3.061162568,2,2,YES,NO,YES,0,Gas,Central,3,2,2000,408255
3832,3,2,1991,Urban,4.709135996,4.47131816,1.988058053,1,1,NO,YES,YES,0,Electric,Wall,3,9,2009,408259
1164,4,1,1941,Rural,3.833960333,7.398554005,2.339670738,2,2,NO,YES,YES,0,Oil,Central,3,6,2000,408523
4219,4,1,1943,Urban,1.973580322,0.254868624,2.525648105,1,0,NO,NO,NO,1,Oil,Window,3,6,2000,408551
1455,4,2,1909,Suburban,3.176997803,3.615804464,1.226280875,1,2,YES,NO,YES,1,Gas,Window,3,4,2015,408580
2773,4,2,1963,Suburban,0.599051599,9.543815958,2.26928322,2,0,YES,YES,YES,1,Oil,Central,3,7,1999,408626
1875,4,2,1912,Suburban,2.719317269,2.147687395,3.198441529,2,2,YES,NO,YES,0,Gas,Window,3,5,2014,408659
1972,3,1,1987,Urban,0.704260606,7.505543919,2.827503966,2,2,NO,NO,NO,0,Oil,Central,3,7,2008,408734
1957,3,2,1904,Urban,3.669620276,8.858282351,2.743345463,2,1,YES,YES,NO,0,Gas,Central,3,5,2007,408789
2296,3,2,1995,Suburban,2.594655587,7.835426562,2.154567816,2,2,NO,YES,NO,0,Gas,Window,3,5,2018,408792
2296,4,1,1935,Rural,4.698393438,4.374870498,3.793946533,2,2,NO,NO,YES,0,Gas,Central,3,8,1997,408810
2150,4,2,1965,Suburban,0.481607047,8.062185428,5.093395725,1,2,YES,YES,NO,1,Gas,Window,3,8,2013,408821
3995,2,2,1917,Urban,3.109427367,8.728302239,2.795243441,1,0,NO,NO,YES,1,Gas,Window,3,5,2018,408886
1566,4,2,1976,Urban,3.343652213,2.395410177,1.03682709,2,2,YES,NO,YES,1,Gas,Window,3,2,1994,409053
3072,2,2,1998,Suburban,1.581155832,6.605476507,3.443985822,1,0,NO,NO,YES,1,Oil,Wall,3,4,2000,409063
1739,4,2,1976,Suburban,0.730896743,4.569809797,2.221326149,1,1,NO,NO,NO,0,Gas,Wall,3,3,2018,409184
3703,3,2,1984,Suburban,4.029378369,7.148878816,4.763619208,2,2,YES,YES,NO,1,Oil,Central,3,9,2016,409368
3324,2,1,1904,Urban,2.544942927,5.248818564,4.255105417,1,1,YES,YES,YES,0,Electric,Window,3,7,1998,409632
4430,2,1,1979,Urban,0.226137808,3.488429369,3.774656636,1,0,NO,NO,NO,1,Electric,Wall,3,8,2014,409852
4301,2,2,1910,Rural,2.222929568,8.255637324,4.44663141,2,0,YES,YES,YES,0,Gas,Window,3,1,2009,409933
3438,2,1,1911,Rural,3.352298367,0.617536085,1.962671286,1,0,NO,YES,YES,1,Gas,Window,3,6,1994,410048
1795,4,2,1978,Rural,3.517414924,7.050762165,3.004041958,2,2,YES,YES,NO,1,Electric,Window,3,5,2013,410188
3036,3,1,1924,Urban,4.34904554,9.10172393,4.711806868,1,1,YES,NO,NO,1,Oil,Wall,3,3,2004,410195
3687,3,1,1924,Suburban,2.032271617,8.130509778,3.366727752,2,0,NO,NO,YES,1,Oil,Window,3,5,2004,410275
2768,4,1,1909,Urban,2.064754601,0.438338332,2.062848842,2,0,YES,NO,NO,1,Oil,Central,3,3,2000,410305
4348,2,2,1963,Suburban,4.526040749,1.472660038,3.951116307,1,2,NO,NO,NO,0,Oil,Window,3,2,2004,410317
3693,3,2,1907,Urban,0.813580369,9.428779285,4.080720499,2,1,YES,NO,NO,1,Gas,Wall,3,3,2007,410799
4419,4,2,1928,Urban,2.072379142,2.953298488,3.356970097,2,1,NO,YES,YES,1,Gas,Central,3,5,2014,410819
1943,3,2,1905,Urban,2.291637544,7.360678308,0.903200519,2,0,NO,YES,NO,1,Electric,Central,3,1,2015,411064
2858,2,2,1925,Suburban,0.361829552,1.583641709,3.124343585,1,2,YES,YES,YES,1,Gas,Central,3,4,2008,411173
3116,2,2,1912,Urban,0.371128697,1.730866688,2.784752142,2,1,YES,YES,NO,0,Oil,Wall,3,2,2019,411356
2664,2,1,1913,Urban,4.130974843,1.120112765,2.577870836,2,2,YES,YES,NO,1,Oil,Central,3,6,1998,411442
4807,3,2,1931,Rural,4.811564242,2.399506311,3.163194025,2,0,NO,YES,YES,0,Oil,Central,3,7,1993,411678
1146,3,2,1975,Urban,3.911756093,0.816249,3.402644511,1,2,YES,NO,YES,1,Electric,Central,3,4,2008,411972
4760,2,1,1918,Urban,1.526862629,8.198049234,2.643602993,2,0,NO,NO,YES,1,Gas,Central,3,1,2008,412035
3762,4,1,1964,Suburban,0.732278404,7.471576422,1.398024988,1,1,NO,NO,YES,0,Gas,Wall,3,6,2003,412285
2280,3,2,1914,Urban,1.284646087,1.047966567,1.582923442,2,1,YES,NO,NO,1,Electric,Wall,3,3,1995,412323
2931,3,1,1962,Suburban,1.551266151,4.859783065,4.766457247,2,2,YES,NO,NO,1,Oil,Window,3,9,2016,412473
4863,4,2,1984,Suburban,0.445695312,7.537603858,2.410552681,2,2,NO,YES,NO,0,Oil,Window,3,1,1998,412622
2687,4,2,1919,Suburban,0.539295933,0.943484728,1.863359117,1,0,NO,YES,YES,1,Oil,Central,3,5,2000,412714
3026,4,2,1982,Rural,2.763618317,6.160370724,3.755515261,1,2,YES,NO,NO,1,Oil,Central,3,4,2020,412899
2757,4,2,1918,Rural,3.734025311,4.689123609,4.650748344,2,2,YES,YES,NO,1,Gas,Wall,3,5,2003,413691
4594,4,1,1905,Suburban,0.529115359,2.053408309,5.461695017,2,0,NO,YES,YES,0,Electric,Wall,3,5,2000,413743
2252,2,1,1901,Suburban,2.598926889,7.441869895,1.83248088,1,0,YES,NO,YES,1,Oil,Wall,3,4,2009,413886
4125,2,2,1963,Suburban,3.863637954,1.092389566,3.2176281,1,0,YES,YES,YES,1,Oil,Window,3,9,1997,413934
3520,2,2,1988,Urban,2.928214713,8.284603719,4.099469081,2,0,NO,YES,YES,1,Gas,Wall,3,9,2000,414014
2920,4,1,1965,Rural,2.684536672,2.60326429,3.167616986,2,0,NO,YES,YES,0,Gas,Central,3,7,2013,414246
4413,2,2,1987,Urban,4.992947952,4.041063065,3.21442893,1,2,YES,NO,YES,1,Gas,Wall,3,1,1999,414338
1075,4,1,1989,Urban,2.302958429,7.460675104,3.969840865,2,2,YES,NO,NO,0,Oil,Window,3,2,2000,414367
4068,4,1,1918,Suburban,2.831381249,2.755932602,2.554652205,1,0,NO,YES,NO,0,Oil,Wall,3,5,2018,414425
1242,2,2,1908,Rural,4.387542629,3.178632912,2.768897349,1,0,YES,NO,NO,0,Oil,Central,3,8,1996,414472
1130,4,2,1915,Suburban,2.504006522,4.809470374,2.29937363,2,0,NO,NO,NO,1,Gas,Central,3,7,2014,414729
3961,3,1,1951,Suburban,2.568225229,1.175213283,2.204575208,1,1,NO,NO,YES,0,Electric,Central,3,9,2008,415516
3204,4,2,1943,Rural,0.757591889,9.240665132,4.163193519,1,0,NO,YES,YES,0,Gas,Wall,3,4,2003,415712
3911,2,2,1937,Suburban,2.271323992,2.532928091,2.316766957,1,0,YES,YES,YES,0,Oil,Window,3,5,2004,415736
3518,2,1,1931,Suburban,4.58418022,4.756208075,5.119240387,2,2,YES,NO,YES,1,Gas,Window,3,1,2000,415968
3128,2,2,1940,Rural,2.472504042,8.814492555,2.26913438,1,1,NO,NO,NO,1,Electric,Wall,3,2,2015,416073
1987,3,1,1991,Suburban,1.665988189,8.499335492,3.248932106,2,1,YES,NO,YES,0,Gas,Window,3,8,2005,416304
4627,2,1,1919,Suburban,4.693657745,7.776554194,4.149409294,1,1,NO,YES,NO,1,Gas,Window,3,5,2021,416334
1603,4,1,1977,Rural,3.718841293,2.621732955,2.071014684,1,2,YES,NO,NO,0,Electric,Central,3,8,2019,416469
3397,2,2,1941,Suburban,2.475807825,5.420427692,2.96514805,1,2,NO,YES,YES,1,Electric,Wall,3,6,2015,416503
3136,3,2,1982,Urban,3.461518697,9.956481598,2.366556365,1,1,NO,NO,NO,1,Gas,Window,3,3,2007,416858
4990,4,2,1958,Suburban,0.790256159,7.169461525,4.808589967,1,0,YES,NO,NO,1,Oil,Window,3,8,2005,417004
3782,2,1,1902,Urban,1.474229817,8.317323568,4.273705348,1,1,NO,YES,NO,1,Electric,Central,3,1,2000,417016
4878,3,1,1903,Urban,0.564761047,8.122002661,2.1730194,2,0,NO,NO,NO,0,Electric,Wall,3,4,2013,417026
2854,4,2,1977,Urban,2.103743455,2.758715692,3.024687764,2,1,YES,NO,YES,0,Gas,Central,3,9,2019,417094
2496,4,2,1930,Rural,2.331781303,2.174240321,3.748195784,1,1,NO,YES,YES,1,Gas,Window,3,2,2004,417153
4798,2,1,1954,Urban,1.683411565,2.642632588,3.221567528,2,2,YES,YES,NO,0,Oil,Wall,3,9,2015,417176
3106,4,1,1992,Urban,2.018531788,0.888486777,2.792438434,2,0,YES,NO,YES,0,Gas,Window,3,3,2015,417461
2471,3,1,1917,Rural,2.35450287,2.063888144,3.295424127,2,1,NO,NO,YES,1,Oil,Central,3,5,2003,417542
1336,2,1,1970,Urban,4.312764248,6.740397285,3.295237037,2,1,YES,NO,NO,1,Gas,Window,3,5,2000,417593
2028,3,1,1912,Rural,0.923778678,8.349385692,3.126475675,2,1,NO,YES,YES,1,Gas,Window,3,6,2004,417684
4092,3,2,1952,Urban,3.9774225,6.622668502,2.311275843,1,1,NO,NO,NO,1,Gas,Wall,3,3,1998,417735
2312,4,2,1912,Suburban,2.806456266,4.375252554,0.861011106,1,0,NO,NO,NO,0,Oil,Window,3,7,1994,417907
2664,4,1,1988,Suburban,1.915408042,4.73180868,3.501639682,2,0,YES,YES,YES,1,Electric,Window,3,5,1994,418217
4796,2,2,1904,Urban,4.831037799,6.443031225,2.97115028,2,0,YES,NO,YES,0,Oil,Wall,3,4,2005,418405
4485,3,2,1969,Rural,3.363141114,4.737766247,1.736596837,1,2,NO,YES,NO,1,Electric,Wall,3,4,2000,418428
2158,3,1,1976,Rural,1.470857961,6.033006306,2.883595101,1,2,NO,NO,NO,0,Electric,Wall,3,9,2000,418454
4776,4,1,1972,Urban,2.332738026,6.379006601,3.654023974,1,0,YES,YES,YES,1,Oil,Window,3,3,1996,418494
3783,4,1,1935,Urban,1.082766832,4.943045528,4.617717076,1,0,NO,NO,NO,1,Oil,Window,3,6,2014,418639
2599,2,1,1935,Urban,1.082298334,0.729003652,3.634283933,2,2,YES,YES,NO,0,Electric,Central,3,5,2006,418669
2184,3,2,1961,Suburban,1.037086432,9.345202078,1.610135259,2,1,NO,YES,YES,0,Gas,Window,3,4,2003,418677
3795,4,1,1950,Rural,3.343317725,3.322483047,2.582453934,1,0,NO,YES,NO,0,Electric,Window,3,7,2003,418712
4723,3,1,1931,Suburban,3.749278585,5.06036904,2.248122474,2,0,NO,YES,YES,0,Oil,Wall,3,4,1997,419031
2081,3,2,1998,Rural,3.928324172,8.050150694,4.251250597,1,2,YES,YES,NO,0,Electric,Window,3,1,2000,419061
3454,3,1,1949,Urban,1.942258987,1.873878779,2.384647233,1,1,YES,NO,NO,0,Gas,Window,3,6,2008,419307
2156,4,1,1903,Urban,2.797671973,5.266656173,3.070124932,1,2,NO,YES,NO,0,Oil,Central,3,6,2005,419347
2252,4,1,1971,Suburban,3.559684762,0.294863832,1.89831812,2,2,NO,NO,NO,1,Gas,Central,3,8,2004,419813
2276,3,2,1953,Suburban,3.773656159,0.286920698,3.437822879,2,2,NO,NO,YES,0,Gas,Central,3,4,1998,419900
2180,3,2,1960,Rural,3.735777417,3.94072647,4.644096778,2,1,YES,NO,YES,1,Electric,Wall,3,2,2016,419935
4593,3,1,1926,Suburban,4.994633029,5.02778998,3.312576575,2,1,NO,NO,YES,0,Oil,Wall,3,6,1998,420083
3360,3,1,1979,Suburban,3.631019824,2.070914897,4.002269273,1,0,NO,NO,NO,0,Electric,Central,3,3,2006,420307
2687,2,2,1964,Urban,0.761394582,6.871846131,3.892784378,2,2,NO,NO,YES,0,Gas,Wall,3,9,1995,420364
3142,2,1,1956,Suburban,4.599596673,8.308899622,2.717190005,1,1,YES,YES,NO,0,Electric,Window,3,8,2005,420786
1524,4,1,1955,Rural,2.113000338,4.595556274,1.386008873,2,0,NO,NO,YES,0,Electric,Window,3,7,2006,420896
4170,2,2,1966,Urban,3.289761552,7.656523383,2.959386979,2,1,NO,YES,YES,1,Oil,Central,3,9,2014,420978
3125,3,1,1930,Suburban,3.879001595,6.47332902,5.57705433,1,0,NO,YES,NO,1,Oil,Central,3,3,2018,420988
1391,4,1,1973,Suburban,1.943670714,1.097453155,2.482513452,2,1,YES,NO,YES,1,Gas,Wall,3,3,2018,421021
4546,2,1,1939,Urban,1.330840823,4.169367216,1.565183489,2,1,YES,YES,NO,0,Gas,Wall,3,8,1994,421079
1724,3,2,1942,Rural,0.564220682,7.902377505,1.662757584,1,2,YES,YES,YES,0,Electric,Wall,3,7,2017,421138
1202,4,1,1954,Rural,4.649025505,0.569414798,1.376194689,2,0,NO,NO,YES,0,Electric,Window,3,6,1999,421170
4354,2,1,1943,Suburban,3.036459837,2.906265378,1.290803474,1,2,NO,YES,NO,0,Oil,Wall,3,5,1995,421258
3969,2,1,1908,Rural,2.313031078,9.393623894,1.693098771,2,2,NO,NO,NO,1,Oil,Window,3,5,2021,421330
3265,3,2,1958,Urban,0.654832994,7.681056878,4.139271399,1,2,NO,YES,YES,1,Electric,Central,3,8,1995,421337
4843,4,1,1915,Suburban,0.48482759,3.707657673,2.249319013,2,1,YES,NO,NO,0,Oil,Window,3,2,2015,421549
4495,4,1,1964,Suburban,0.376033061,1.516505815,2.266222717,2,1,YES,YES,NO,0,Oil,Wall,3,9,2000,421590
3513,3,2,1960,Urban,4.12682715,0.361824336,3.250144448,1,2,YES,NO,NO,0,Gas,Central,3,5,2013,421886
1074,3,2,1910,Urban,2.769920262,6.772613574,3.6522282,1,1,YES,NO,YES,0,Electric,Window,3,2,2003,421897
2794,4,1,1919,Suburban,4.353680983,7.747728676,5.207998653,1,1,NO,NO,YES,1,Electric,Central,3,8,2004,422112
2906,2,2,1944,Rural,4.676538351,6.930647136,4.117580732,2,2,YES,NO,NO,1,Gas,Wall,3,7,2006,422122
1523,3,1,1935,Rural,4.674606404,4.418522729,1.945694957,2,0,NO,NO,YES,0,Oil,Central,3,1,2017,422443
4005,2,2,1919,Suburban,2.329288711,7.386571947,2.498148411,2,2,YES,NO,YES,1,Gas,Wall,3,9,2009,422567
1546,3,2,1982,Suburban,2.236745353,0.424718755,3.807725728,1,1,YES,NO,NO,1,Electric,Central,3,3,2000,422672
3826,4,1,1946,Suburban,2.082803334,4.131020012,3.486960639,1,0,NO,YES,YES,0,Oil,Central,3,5,2007,422781
4993,4,2,1934,Rural,1.167125929,5.642843339,4.272757537,1,1,YES,YES,YES,1,Oil,Wall,3,6,2016,422875
2774,4,1,1928,Suburban,4.668975494,9.625640504,4.605611383,1,2,YES,YES,NO,0,Electric,Central,3,3,2006,422886
3729,2,2,1936,Rural,4.033217286,3.872895085,3.660420936,1,2,NO,YES,YES,0,Electric,Wall,3,4,2016,422895
3485,3,2,1915,Suburban,1.712461519,9.334513334,2.948882737,2,1,YES,YES,NO,1,Gas,Central,3,2,2000,423068
2223,2,2,1974,Suburban,3.8853607,5.909522406,0.506529487,1,1,YES,YES,NO,1,Oil,Window,3,8,2008,423284
4522,3,2,1977,Rural,2.299371692,8.725591324,4.346119752,2,1,YES,NO,NO,1,Electric,Wall,3,9,2005,423536
4236,3,1,1989,Urban,4.881767228,1.002259657,2.668598896,1,1,YES,NO,YES,1,Gas,Wall,3,8,2000,423564
3845,3,1,1916,Suburban,3.468440619,0.4848496,3.488854701,1,1,YES,YES,YES,1,Oil,Wall,3,3,2007,423565
3608,3,1,1919,Suburban,4.858977568,9.564595134,3.96467424,2,1,YES,YES,YES,1,Gas,Window,3,7,2017,423658
4040,3,2,1986,Suburban,4.200946381,0.67210315,4.113193125,2,2,YES,NO,YES,1,Electric,Central,3,9,2015,423804
3041,3,2,1953,Urban,3.232088964,5.622320245,4.116134289,1,2,NO,NO,NO,0,Electric,Wall,3,5,2000,423824
3745,3,2,1966,Suburban,2.074889914,1.047332149,3.068796878,1,1,YES,YES,YES,0,Electric,Wall,3,6,2000,423951
1055,3,2,1986,Urban,1.131589593,6.54685735,3.290621498,1,1,NO,YES,YES,1,Gas,Central,3,6,2007,423997
3708,2,2,1997,Urban,1.024298007,8.652642831,3.121567488,1,2,NO,NO,YES,1,Oil,Window,3,1,1998,424002
1469,3,2,1907,Urban,1.714699027,5.558042168,3.458554974,1,2,NO,NO,NO,1,Electric,Wall,3,2,2005,424071
3926,3,1,1981,Rural,2.181491489,4.677052125,2.774604718,1,0,NO,YES,NO,0,Gas,Window,3,9,1999,424238
1558,3,2,1945,Suburban,3.309044903,8.911187121,3.479179159,2,2,YES,YES,YES,1,Electric,Central,3,5,2016,424440
1541,3,2,1921,Urban,3.717648001,1.421803958,3.198296034,2,1,YES,YES,YES,0,Electric,Window,3,2,2009,424599
1112,4,2,1950,Urban,4.947812619,9.328125762,2.059313115,2,2,YES,NO,NO,1,Gas,Central,3,3,2016,424666
1804,3,1,1998,Suburban,2.370615943,7.971221524,4.219493023,1,0,NO,YES,YES,1,Electric,Wall,3,7,1999,424741
4280,3,2,1972,Urban,3.62321182,8.577222768,1.245202115,2,0,NO,NO,NO,0,Electric,Window,3,8,2014,424749
1766,4,1,1908,Suburban,3.298367807,4.563946166,3.099470958,2,2,YES,NO,NO,0,Oil,Window,3,5,2003,424823
3864,2,2,1926,Rural,4.000735774,0.499268594,2.599875415,1,2,NO,YES,NO,0,Oil,Central,3,1,2014,424902
4474,3,2,1939,Suburban,1.155768246,2.221290912,2.334684489,2,1,YES,YES,NO,0,Gas,Wall,3,6,1999,424937
3362,3,1,1903,Urban,4.281639094,2.407226561,4.06518318,1,2,NO,NO,NO,0,Electric,Wall,3,6,2014,425082
3133,4,1,1938,Rural,3.097112811,9.443510003,3.939707492,2,2,YES,NO,YES,0,Oil,Wall,3,9,2000,425237
2863,3,1,1942,Suburban,3.484015031,7.631517153,3.714743539,2,2,NO,NO,YES,1,Gas,Wall,3,8,2015,425388
1180,4,1,1979,Suburban,3.016856521,9.50875954,3.096736433,2,2,NO,YES,NO,1,Electric,Wall,3,5,1993,425861
1977,4,1,1980,Rural,4.155147966,4.083468341,2.80704601,2,2,NO,NO,YES,1,Gas,Central,3,9,2007,426174
4236,2,1,1969,Suburban,4.66926937,5.948461841,3.118015964,2,2,YES,NO,YES,0,Gas,Window,3,6,2019,426231
1924,3,2,1921,Suburban,0.768864759,8.624523071,3.24955643,1,1,NO,YES,YES,0,Gas,Window,3,7,2000,426376
1467,4,1,1954,Rural,1.118336823,5.170482564,2.566435967,1,2,NO,YES,YES,0,Oil,Wall,3,5,2010,426450
2496,3,1,1918,Suburban,4.608196257,7.360278996,2.949600049,2,2,YES,YES,YES,0,Gas,Wall,3,4,2000,426635
3824,3,2,1974,Suburban,1.254844419,2.73713865,3.023469322,2,0,NO,NO,YES,0,Electric,Wall,3,6,1993,426738
1692,4,2,1970,Suburban,3.49013315,6.709256964,3.566071557,1,2,YES,NO,YES,0,Electric,Central,3,8,2000,426931
2118,4,2,1950,Rural,1.06581959,6.324341732,1.659982272,1,2,NO,NO,YES,1,Electric,Central,3,5,1999,427290
4122,4,2,1929,Urban,0.454550563,3.216927439,3.795714448,1,2,NO,NO,YES,0,Gas,Central,3,7,2000,427337
2792,3,1,1981,Suburban,4.31906366,4.702013057,3.606323922,1,2,YES,YES,YES,1,Oil,Window,3,6,2009,427634
1717,3,2,1930,Urban,1.505548564,6.897839191,4.146181903,2,1,YES,NO,YES,0,Oil,Central,3,6,2000,427701
1284,3,2,1916,Suburban,3.205538095,4.380723966,2.746436829,1,1,YES,YES,YES,1,Oil,Wall,3,4,2009,428119
4112,3,1,1910,Rural,1.104398241,8.746575433,2.942172492,2,1,YES,NO,NO,1,Electric,Window,3,6,2000,428263
3158,3,1,1935,Rural,0.238137568,3.961654051,3.968745109,1,1,YES,YES,YES,1,Electric,Central,3,1,2003,428499
3101,3,2,1937,Suburban,3.577711716,5.521358643,4.170260831,2,2,NO,NO,YES,1,Oil,Central,3,3,2000,428650
4577,3,1,1999,Urban,1.311309761,0.256796902,3.763100025,1,2,NO,YES,YES,1,Electric,Central,3,9,1993,428828
2479,3,1,1983,Suburban,0.851723124,7.263448934,1.841516438,1,1,NO,NO,YES,0,Electric,Central,3,3,2015,428941
1950,3,2,1929,Urban,0.669741033,3.711699153,4.642725907,2,1,YES,YES,NO,1,Electric,Window,3,5,2019,428972
3786,3,1,1914,Rural,1.230599492,4.133312189,2.457132405,2,1,YES,NO,YES,1,Electric,Window,3,3,2003,428973
2526,2,1,1951,Urban,1.033026131,2.34165309,2.657397759,2,1,YES,NO,YES,0,Oil,Window,3,1,2017,428998
4072,3,1,1920,Urban,4.554127385,3.356305804,2.469199521,2,1,YES,YES,YES,1,Oil,Window,3,6,2003,429100
3264,2,1,1937,Suburban,0.203634134,8.505441682,3.868444311,1,1,NO,YES,NO,1,Oil,Wall,3,4,2000,429194
3701,2,1,1912,Urban,0.515354157,6.766575642,4.660991904,2,2,NO,YES,YES,0,Gas,Wall,3,6,2000,429213
4228,2,1,1942,Suburban,0.287982921,3.624087069,3.777182272,2,1,YES,YES,NO,1,Electric,Window,3,2,2015,429226
3275,2,2,1951,Rural,1.979319111,2.227060604,3.337825916,2,2,NO,NO,NO,1,Oil,Central,3,6,2003,429275
4901,2,2,1971,Rural,1.992558337,5.0075984,3.170565383,2,1,NO,NO,YES,1,Oil,Window,3,9,2016,429555
1117,4,2,1910,Urban,3.639630187,2.724720288,3.90126977,1,2,YES,YES,YES,1,Oil,Wall,3,8,2020,429809
4619,2,1,1957,Urban,1.650239496,2.927703337,4.257084892,2,1,NO,NO,YES,0,Gas,Window,3,3,2015,430020
3052,4,2,1903,Suburban,1.502669273,8.816176838,3.448397017,2,2,YES,YES,NO,1,Electric,Central,3,7,2017,430398
3626,3,2,1965,Suburban,1.617195869,5.249789292,3.087277469,2,1,NO,NO,YES,0,Oil,Window,3,8,2007,430403
2932,4,1,1961,Suburban,4.577691161,7.271781169,2.166805597,2,1,YES,NO,YES,1,Electric,Wall,3,9,2004,430464
2851,4,1,1903,Urban,2.849636041,0.980402275,4.098814071,1,0,NO,YES,YES,1,Electric,Central,3,1,1993,430619
1645,3,2,1926,Suburban,4.228074123,3.137263403,3.509046139,2,2,YES,NO,YES,0,Oil,Window,3,8,2006,430700
