Article,Target Label,Target Name,Clean Article
"
Yes, Ivan Rodriguez, last year.  Batted .260 and threw out 51% of the
baserunners.  Not too shabby for a rookie from AA.  20 years old last
year.
",1,rec.sport.baseball,yes ivan rodriguez last year batted throw baserunner not shabby rookie aa year old last year
"Hey man! -

Having spent the past season learning to skate and having played a
couple of sessions of mock hockey, I'm ready to invest in hockey
equipment (particularly since I will be taking summer 'hockey
lessons').  However, I am completely and profoundly ignorant when it
comes to hockey equipment.  I've checked out local stores and looked
at catalogs, but I was hoping to solicit opinions/suggestions before
actually plunking down any money.  Having played football in high
school and college I at least have that equipment as a basis for
comparison.  But for example what are the advantages/disadvantages to
different kinds of shoulder pads and pants/girdles?  Are there any
notoriously bad or unsafe brands or styles?  etc.  So any suggestions
or comments would be greatly appreciated.
",0,rec.sport.hockey,hey man spend past season learn skate play couple session mock hockey ready invest hockey equipment particularly since take summer hockey lesson however completely profoundly ignorant come hockey equipment check local store look catalog hope solicit opinion suggestion actually plunk money play football high school college least equipment basis comparison example advantage disadvantage different kind shoulder pad pant girdle notoriously bad unsafe brand style etc suggestion comment would greatly appreciate
"

I haven't heard any news about ASN carrying any games but the local
cable station here in St. John's (Cable 9) is carrying the games live!

Hey, it's better than nothing!

GO LEAFS GO!!!

Dale",0,rec.sport.hockey,not hear news asn carry game local cable station st johns cable carry game live hey well nothing go leafs go dale
"


Sandberg is not particulary known for his stolen bases.  What competition did 
Alomar have?  Sandberg came in a year after Ripken, and the same year as Boggs,
Gwynn, and the other magicians.  So less attention was given to Sandberg. 
Alomar is the only one in his class to be worth a mediocre.  Besides the 
numbers don't count.  National league pitchers are much better pitchers. 

Larry                          on someone elses account 
--",1,rec.sport.baseball,sandberg not particulary know steal basis competition alomar sandberg come year ripken year boggs gwynn magician less attention give sandberg alomar one class worth mediocre besides number not count national league pitcher much well pitcher larry someone else account
"
How was this trade bad? I seem to recall Ratelle and Middleton making a pretty
good centre - right wing combination, and the Bruins also got Brad Park in the
deal (and they also lost Vadnais and somebody else). After the trade, the 
Bruins were in two finals and one semi-final, all of which, of course, they 
lost to Montreal (which should please you to no end). I doubt, however, keeping
Esposito would have made a difference in those series, as he did not for
the Rangers in '79 (or any of his years in Boston, for that matter).

Riston
-- 
Riston",0,rec.sport.hockey,trade bad seem recall ratelle middleton make pretty good centre right wing combination bruin also get brad park deal also lose vadnais somebody else trade bruin two final one semi final course lose montreal please no end doubt however keep esposito would make difference series not rangers year boston matter riston riston
"
Wetteland is on the DL effective March 26 or something like that.",1,rec.sport.baseball,wetteland dl effective march something like
"[Deletions]

Geez, Dal must have slipped something into Ted's drink sometime.  Comparing
Prince to Pagnozzi offensively is laughable.  Prince has never hit well in
the minors and he's now 27 years old, I think.  Pagnozzi was not a bad hitter
in the minors.  (I'll bring in the numbers tomorrow assuming I don't have
another brain cramp and forget.)  He had a very good year at Louisville 
before coming up to the majors.  As I recall, the hype on Pagnozzi coming up
in the organization was good hit, decent fielding.  When he got to the 
majors and didn't hit as well as expected (not as much playing time?), he 
became Exhibit 312 in Nichols' Law of Catcher Defense and got the reputation 
as an outstanding defensive catcher.  It's not clear he ever learned to
hit.  His four years with more than 100 AB--

Born 31 July 1962
Year     AB      BA     SLG     OBA  
1988    195    .282    .320    .328
1990    220    .277    .373    .321
1991    459    .264    .351    .317
1992    485    .249    .359    .290 

No power, less-than-league-average walks, peak year when he turned 28, 
now declining.  If Ted is going to invoke Pagnozzi as a model for Prince,
given that Prince has underperformed Pagnozzi in the minors, it's not
a rosy picture.

BTW, I'm still unhappy with moving Zeile, who had the same reputation 
coming up in the Cardinal organization as Pagnozzi, except that he was
a much, much better hitter, to 3rd where he could be an average hitter
and a below average fielder instead of a well-above average hitter
as an average (or below average) fielding catcher.

Harold",1,rec.sport.baseball,deletions geez dal must slip something teds drink sometime compare prince pagnozzi offensively laughable prince never hit well minor year old think pagnozzi not bad hitter minor bring number tomorrow assume not another brain cramp forget good year louisville come major recall hype pagnozzi come organization good hit decent fielding get major not hit well expect not much playing time become exhibit nichols law catcher defense get reputation outstanding defensive catcher not clear ever learn hit four year ab born july year ab ba slg oba no power less league average walk peak year turn decline ted go invoke pagnozzi model prince give prince underperformed pagnozzi minor not rosy picture btw still unhappy move zeile reputation come cardinal organization pagnozzi except much much well hitter rd could average hitter average fielder instead well average hitter average average field catcher harold
"Dear Ulf,

	Would you possibly consider helpiMontreal Canadiens fans everywhere
by throwing a knee-check in the direction of Denis Savard during your upcoming
game against Montreal? We just can't seem to win WITH him!

						Thanx alot,
						Pete H.


:-)
",0,rec.sport.hockey,dear ulf would possibly consider helpimontreal canadiens fan everywhere throw knee check direction denis savard upcoming game montreal not seem win thanx alot pete h
"Yes, I could look it up but I prefer to post this question 
to the net...

I read somewhere in a long forgotten article that the handsignals 
used by major league umps were originally used to help a 
deaf ball player by the name of ""Dummy"". Urban myth? True? 
I gots ta know.
",1,rec.sport.baseball,yes could look prefer post question net read somewhere long forget article handsignal use major league ump originally use help deaf ball player name dummy urban myth true got ta know
"
[Much text deleted]

:   plus/minus ... it is the most misleading hockey stat available.

Not necessarily the most misleading, but you are right, it definitely
needs to be taken in the proper perspective. A shining example is
if you look at the Penguins individual +/-, you will find very few minuses.
That only makes common sense, since they didn't lose many games.

:   Until the NHL publishes a more useful quantifiable statistic including ice
:   time per game and some measure of its ""quality"" (i.e., is the player put out
:   in key situations like protecting a lead late in the game; is he matched up
:   against the other team's top one or two lines; short-handed, etc), I would
:   much rather see the +/- disappear altogether instead of having its dubious
:   merits trumpeted by those with little understanding of its implications.

Unfortunately, you will need to keep a ridiculous number of stats to
really come up with a statistic which really shows a player's value.
Let's just enjoy the game and not overanalyze it. (like I'm doing now,
excuse me!)
",0,rec.sport.hockey,much text delete plus minus misleading hockey stat available not necessarily misleading right definitely need take proper perspective shine example look penguins individual find minus make common sense since not lose many game nhl publish useful quantifiable statistic include ice time per game measure quality e player put key situation like protect lead late game match team top one two line short handed etc would much rather see disappear altogether instead dubious merit trumpet little understanding implication unfortunately need keep ridiculous number stat really come statistic really show player value let us enjoy game not overanalyze like excuse
"

  Listen guys you can talk about this the whole playoffs.  I'm here in a
small town in southern Illinois at school.  I'm from Canada and I know
that cbc and tsn have games on every night,  all you have to do is go to
a bar with a satellite.  I have watched both games between Mon Que and
toronto and detroit,  not to mention Van vs Winn and with cbc.  They
show all goals from every game that evening so I haven't missed a goal
all playoffs.  Well have to go boy leafs are on Ciao.",0,rec.sport.hockey,listen guy talk whole playoff small town southern illinois school canada know cbc tsn game every night go bar satellite watch game mon que toronto detroit not mention van vs winn cbc show goal every game evening not miss goal playoff well go boy leafs ciao
"Babe Ruth's lifetime pitching stats (selected):

94-46, .671. 2.28 ERA. 163 G, 107 CG, 17 SHO, 10.6 RAT.

Best year: 1916, Bos: 23-12, 1.75 ERA (led league) or
           1917, Bos: 24-13, 2.01 ERA",1,rec.sport.baseball,babe ruths lifetime pitching stat select era g cg sho rat good year bos era lead league bos era
"You're right ... I'm sick of seeing all those white guys on skates
myself ... the Vancouver Canucks should be half women, and overall 
one-third Oriental.



(-; (-; (-; (-; (-; (-; 

And I'll gladly volunteer myself for the overage draft. (-;

gld",0,rec.sport.hockey,right sick see white guy skate vancouver canucks half woman overall one third oriental gladly volunteer overage draft gld
"
Obviously some reporter for the Ottawa Sun got taken by an April
Fools joke...probably started by someone with the Nordiques or the
Bruins.  

Like for example...who is going to reimburse the Flyers for the
$15 million they paid to the Nordiques...like the Senators are
going to get Lindros and $15 million.  The Flyers sent the
equivalent of 6 or 7 players (when you include the draft choices)
to Quebec, and they are going to get only four back.

Some reporter was had real badly and someone must be having a
real good laugh seeing as how the so much of the sports media
has chosen to publicize this utter nonsense.


Can you think...it cannot possibly be true...no need for the ""if""!


I can't believe that anyone would consider giving such crap even
the remotest consideration.",0,rec.sport.hockey,obviously reporter ottawa sun get take april fools joke probably start someone nordiques bruins like example go reimburse flyers million pay nordiques like senator go get lindros million flyers send equivalent player include draft choice quebec go get four back reporter real badly someone must real good laugh see much sport media choose publicize utter nonsense think not possibly true no need not believe anyone would consider give crap even remote consideration
"
Not bad. We had a similar situation. Slowpitch softball, bases loaded,
weakest hitter at the plate. He hits a line drive over the third
baseman's head that hooked and hooked and finally landed ten feet in
foul ground, almost hitting the fence down that side of the field.
But the umpire called fair ball! I was coaching third, yelling at evrybody 
to move up a base. The ump's position: ""it was still fair when it
passed third base"". 
Why the other team didn't immediately protest I'll never know; we
certainly weren't going to argue about it, since every body did manage
to advance one base safely.

There was also the time when a batted ball ricocheted off my (runner
from second base) leg, fielded by the SS, steps on second to force the
runner from first, and throw to first in time for what the umpire
called a triple play; protest removed when we won the game anyway.",1,rec.sport.baseball,not bad similar situation slowpitch softball basis load weak hitter plate hit line drive third baseman head hook hook finally land ten foot foul ground almost hit fence side field umpire call fair ball coach third yell evrybody move base ump position still fair pass third base team not immediately protest never know certainly not go argue since every body manage advance one base safely also time bat ball ricochet runner second base leg field ss step second force runner first throw first time umpire call triple play protest remove win game anyway
"
No no no!!!  It's a squid!  Keep the tradition alive!  (Kinda like the
fish at UNH games....)",0,rec.sport.hockey,no no no squid keep tradition alive kinda like fish unh game
"was...
",1,rec.sport.baseball,
" I don't

Well, no problem!  But I get pretty annoyed when they swing at non-strikes
and make outs.  Especially ball four on the 3-2 counts...

Dave",1,rec.sport.baseball,not well no problem get pretty annoyed swing non strike make especially ball four count dave
"****************************************************
12) Management: BIG BIG ZERO. Sauer has yet to make a forceful agreement
in favor of revenue sharing.
******************************************************


I meant argument instead of agreement.
Also, I think I should add a coouple of Ted's positive achievements
- Smiley trade was good for the pirates. but I think Ted could have gotten
someone better than Neagle. Cummings seems to be pretty good.
- The Cole trade was excellent. BUt Simmons has botched it up now.
-This year's draft seems to have gone well for the PIrates. BUt then they
lost 2 high picks in the Bonds fiasco.",1,rec.sport.baseball,management big big zero sauer yet make forceful agreement favor revenue sharing mean argument instead agreement also think add coouple ted positive achievement smiley trade good pirate think ted could get someone well neagle cumming seem pretty good cole trade excellent simmons botch year draft seem go well pirates lose high pick bonds fiasco
"Well I just read in the Boston Globe that while not confirming
(or denying) anything, Walsh may end up with the Rangers organizations
as an (assistant Coach?).  Keenan has talked with Walsh in the past
(he came up to see Kariya as he will be coaching him in the worlds,
funny I guess he got to watch the Ferraro brothers as well.....) I'm
not sure if walsh will go, but if Keenan is getting 700,000 and walsh
even gets 100,000 that's a 30% pay raise for walsh (not to mention
a nice career move....) Anyone from New York Hear anything about
this????????

               Pat Ellis




P.S.  GO BRUINS    GO UMAINE BLACK BEARS    42-1-2       NUMBER 1......

                   HOCKEY EAST REGULARS SEASON CHAMPIONS.....
                   HOCKEY EAST TOURNAMENT CHAMPIONS>......
                   PAUL KARIYA, HOBEY BAKER AWARD WINNER.......
         NCAA DIV. 1 HOCKEY TOURNAMENT CHAMPIONS!!!!!!!!!!!!!!!!!!!
",0,rec.sport.hockey,well read boston globe not confirm deny anything walsh may end rangers organization assistant coach keenan talk walsh past come see kariya coach world funny guess get watch ferraro brother well not sure walsh go keenan get walsh even get pay raise walsh not mention nice career move anyone new york hear anything pat ellis p go bruins go umaine black bear number hockey east regular season champions hockey east tournament champions paul kariya hobey baker award winner ncaa div hockey tournament champions
